day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-01-11,0.060210882133895804,1.1669095203335629,-0.5881703353852673,0.20070701608081293,6.0
2025-01-12,-0.33316834656755157,0.6561234595777047,-0.10977210716996769,0.6501109293898228,7.0
2025-01-13,-0.07577539344358783,0.24731194995599348,-0.19345955099548542,0.6181263753277871,6.0
2025-01-14,0.25655151365166196,2.55462461129605,-0.22313217510700248,0.536410105635438,2.0
2025-01-15,-0.6067030192202645,0.6389768772916381,0.015566285227153837,0.9647339609776061,4.0
2025-01-16,0.1954744691437667,0.8787750772872702,-0.1308815813801717,0.730646550815947,5.0
2025-01-17,-0.3911321176819721,1.0540532500860673,-0.5863693150239035,0.15948939827613226,5.0
2025-01-18,0.1867588758135037,1.0049720593139908,0.4605995288419536,0.9069395951103392,15.0
2025-01-19,0.04804112702404737,0.9330216540441354,1.0974084135042352,1.6245407211303702,5.0
2025-01-20,-0.08766104391277373,1.017654507276891,-0.4315287025055166,0.3912821932453468,13.0
2025-01-21,-0.4184658773103534,0.6417219827349232,-0.15897912439506814,1.0132070923898344,4.0
2025-01-22,0.030454130100335774,0.9827496454792122,-0.23385154455638482,0.4727171180150037,3.0
2025-01-23,0.5340431636760361,1.016521339465364,0.026381675314604548,0.8907131413331666,11.0
2025-01-24,-0.2913419244004719,0.967654322684987,0.29318377902783693,0.940186885861573,15.0
2025-01-25,-0.3447543846560765,0.23259314383754942,0.4461396873384704,1.1664818785983462,3.0
2025-01-26,0.04715137585072868,0.48560765973709197,1.1649984782850715,2.377365711364856,2.0
2025-01-27,0.5156737602418512,1.4179139166326495,0.13767908701309053,1.0717421614879703,9.0
2025-01-28,-0.10194509902754954,1.0184103403508549,-0.3864341753088881,0.8765179942255287,17.0
2025-01-29,-0.167825368752118,0.8452712466716898,-0.3703414122557467,0.3955596110946648,13.0
2025-01-30,-0.18253232655826676,0.7926320855114826,0.19583160906089997,0.8371838338407069,19.0
2025-01-31,0.5239759700257637,0.881660156696515,-0.27399549818595953,0.4985593635706513,11.0
2025-02-01,0.23211604251483955,0.7123315897078268,0.3528745789590123,1.1287026615832905,8.0
2025-02-02,-0.14159615480781557,0.0,0.2504731530591074,1.0120643716186906,2.0
2025-02-03,0.1139328033170591,1.2129858813052976,0.1016786967578475,1.067747149870382,13.0
2025-02-04,-0.6626873367117694,1.0295627256596713,0.02820398910997149,0.7825886821391242,8.0
2025-02-05,0.061040253582943786,0.7438419881273403,0.3708019508702695,0.8979206395207321,7.0
2025-02-06,-0.3626171817638216,0.8428152526865949,0.18297355358876613,1.000202622797311,20.0
2025-02-07,-0.24091397937576536,0.6359328253485796,-0.41737827215705325,0.2859592096052274,7.0
2025-02-08,0.7851559892367806,1.0,-0.6033884900318472,1.0,1.0
2025-02-09,1.0746708318087832,0.9875065406338036,-0.528999538269813,0.09027647995812588,2.0
2025-02-10,-0.36630971469446294,1.3555140444263136,-0.4168385224899513,0.562107536739629,7.0
2025-02-11,-0.3115417644760791,1.017413342633812,0.394396648606046,1.5442517652785122,7.0
2025-02-12,-0.044181008421603274,0.9285532538957738,0.21706488380413091,1.2010841784036659,11.0
2025-02-13,-1.4165527371168505,0.3456128550950012,-0.5145936952561226,0.13153112332064532,3.0
2025-02-14,-0.9271477269166296,0.968874365775462,-0.5487357959410443,0.07241188450393105,3.0
2025-02-15,0.8066783597898879,1.5257775856199776,-0.5391657159299137,0.03268640460459329,2.0
2025-02-16,-0.20565790860684174,1.6477002603314639,0.3901979825825306,1.4395774968984303,3.0
2025-02-17,0.012400516547234258,0.7979831122636815,0.20173018431700795,0.2852895626011369,4.0
2025-02-18,0.29165977355906125,0.6818329371491243,-0.0072896282650155055,0.9253356262737977,16.0
2025-02-19,-0.03751923984553536,0.4953662727959149,-0.16212457747571873,0.6808118481523167,11.0
2025-02-20,-0.010344208251604746,0.43177015907012445,0.18161501703267272,1.1987845014555543,9.0
2025-02-21,0.29155243888352766,1.2389094823980114,-0.1867920512872613,0.6411461413445407,8.0
2025-02-22,0.38115438082221625,0.35923555750379726,-0.4214903401560488,0.12888959359840538,4.0
2025-02-23,0.01132189925044177,0.18816719058468862,0.4034673391657594,0.6134013482905846,5.0
2025-02-24,-0.3145644272320931,1.201010294222504,-0.29851148801502664,0.7757595261737086,11.0
2025-02-25,0.33659223157997437,0.8361660280356384,0.3490303665198313,0.9568152339735109,12.0
2025-02-26,-0.03664787509258195,0.6276658228648428,-0.24139588653066876,0.9173481896759126,13.0
2025-02-27,-0.3454490760324069,0.8503876344258082,0.4129316758178104,1.4108313255465705,12.0
2025-02-28,0.6076509457171924,0.8893353231749027,-0.06994717833509452,0.764805041832644,8.0
2025-03-01,-0.0340010503305922,1.7069921594746351,-0.49705632848322656,0.4557152454258569,4.0
2025-03-02,-0.16735860391125232,0.3613452560555751,-0.45915612462839617,0.18250735262156131,2.0
2025-03-03,0.6393221782526178,0.9450076682276258,-0.08253119713680375,1.2984860395469446,8.0
2025-03-04,-0.4164559930172151,0.6464406332564276,0.12255401203494685,1.0372513349632206,7.0
2025-03-05,0.5511180533306934,1.0,-0.5715476066494082,1.0,1.0
2025-03-06,-0.14356330268479298,0.5652207893251967,0.5311255411450941,1.1414721508377996,4.0
